"","GEBJAHR","ALTM","count","sectiorate"
"755",2015,24,2053,0.263516804676084
"756",2015,25,2276,0.289543057996485
"757",2015,26,2551,0.275578204625637
"758",2015,27,2715,0.279926335174954
"759",2015,28,2836,0.285966149506347
"760",2015,29,2820,0.297517730496454
"761",2015,30,2923,0.300376325692781
"762",2015,31,2819,0.329549485633203
"763",2015,32,2570,0.327626459143969
"764",2015,33,2233,0.357366771159875
"765",2015,34,1900,0.355263157894737
"766",2015,35,1466,0.406548431105048
"767",2015,36,1175,0.421276595744681
"768",2015,37,868,0.438940092165899
"769",2015,38,669,0.436472346786248
"770",2015,39,511,0.477495107632094
"771",2015,40,443,0.566591422121896
"772",2015,41,238,0.563025210084034
"773",2015,42,159,0.559748427672956
"774",2015,43,88,0.613636363636364
"775",2015,44,53,0.660377358490566
"776",2015,45,31,0.709677419354839
"777",2015,46,18,0.722222222222222
"778",2015,47,6,0.666666666666667
"779",2015,48,1,1
"780",2015,49,1,1
"781",2015,50,4,0.5
"782",2015,51,1,1
"783",2015,52,3,1
"784",2015,54,1,1
"785",2016,12,1,1
"786",2016,13,1,0
"787",2016,14,6,0.166666666666667
"788",2016,15,30,0.233333333333333
"789",2016,16,91,0.0989010989010989
"790",2016,17,208,0.230769230769231
"791",2016,18,365,0.205479452054795
"792",2016,19,681,0.226138032305433
"793",2016,20,973,0.215827338129496
"794",2016,21,1170,0.232478632478632
"795",2016,22,1562,0.23303457106274
"796",2016,23,1775,0.23887323943662
"797",2016,24,2124,0.245762711864407
